"date","team1","team2","map","event","matchid","teamid1","teamid2","eventid","score1","score2"
"13/12 13","NiP (16)","über G33KZ (7)","inferno","Fragbite Masters 2013","16111","4411","5271","1266","16","7"
"12/12 13","VeryGames (10)","über G33KZ (16)","dust2","Fragbite Masters 2013","16042","4467","5271","1266","10","16"
"12/12 13","VeryGames (15)","über G33KZ (19)","nuke","Fragbite Masters 2013","16040","4467","5271","1266","15","19"
"12/12 13","LGB (16)","Astana Dragons (8)","dust2","Fragbite Masters 2013","16039","5028","4984","1266","16","8"
"12/12 13","Astana Dragons (9)","LGB (16)","inferno","Fragbite Masters 2013","16038","4984","5028","1266","9","16"
"12/12 13","Astana Dragons (16)","LGB (14)","mirage","Fragbite Masters 2013","16037","4984","5028","1266","16","14"
"12/12 13","n!faculty (4)","NiP (16)","dust2","Fragbite Masters 2013","16036","4983","4411","1266","4","16"
"12/12 13","NiP (16)","n!faculty (4)","inferno","Fragbite Masters 2013","16035","4411","4983","1266","16","4"
"12/12 13","NiP (4)","n!faculty (16)","nuke","Fragbite Masters 2013","16034","4411","4983","1266","4","16"
"11/12 13","VeryGames (16)","k1ck (7)","dust2","Fragbite Masters 2013","16030","4467","4469","1266","16","7"
"11/12 13","Clan-Mystik (16)","WARMAKER (8)","nuke","ESL Pro Series France XI Finals","16033","4948","5054","1274","16","8"
"11/12 13","Clan-Mystik (11)","WARMAKER (16)","inferno","ESL Pro Series France XI Finals","16032","4948","5054","1274","11","16"
"11/12 13","WARMAKER (0)","Clan-Mystik (16)","dust2","ESL Pro Series France XI Finals","16031","5054","4948","1274","0","16"
"11/12 13","VeryGames (21)","fnatic (16)","dust2","Fragbite Masters 2013","16028","4467","4991","1266","21","16"
"11/12 13","k1ck (13)","Astana Dragons (16)","inferno","Fragbite Masters 2013","16024","4469","4984","1266","13","16"
"11/12 13","VeryGames (14)","k1ck (16)","inferno","Fragbite Masters 2013","16023","4467","4469","1266","14","16"
"11/12 13","Clan-Mystik (16)","Natus Vincere (11)","dust2","Fragbite Masters 2013","16027","4948","4608","1266","16","11"
"11/12 13","Natus Vincere (16)","Clan-Mystik (12)","mirage","Fragbite Masters 2013","16026","4608","4948","1266","16","12"
"11/12 13","Natus Vincere (9)","Clan-Mystik (16)","inferno","Fragbite Masters 2013","16025","4608","4948","1266","9","16"
"11/12 13","fnatic (1)","Astana Dragons (16)","inferno","Fragbite Masters 2013","16022","4991","4984","1266","1","16"
"10/12 13","mousesports (9)","US (16)","cache","SLTV StarSeries VIII","15939","4494","4533","1257","9","16"
"10/12 13","KerchNET (12)","Nostalgie (16)","mirage","SLTV StarSeries VIII","15938","4609","4742","1257","12","16"
"10/12 13","Natus Vincere (16)","US (14)","dust2","Fragbite Masters 2013","15937","4608","4533","1266","16","14"
"10/12 13","ALTERNATE (7)","Clan-Mystik (16)","dust2","SLTV StarSeries VIII","15936","4501","4948","1257","7","16"
"10/12 13","mousesports (10)","KerchNET (16)","inferno","SLTV StarSeries VIII","15927","4494","4609","1257","10","16"
"10/12 13","3DMAX (16)","LGB (6)","cache","SLTV StarSeries VIII","15925","4901","5028","1257","16","6"
"10/12 13","Natus Vincere (16)","TC (6)","train","Fragbite Masters 2013","15926","4608","5245","1266","16","6"
"10/12 13","iNation (6)","Clan-Mystik (16)","inferno","SLTV StarSeries VIII","15922","4803","4948","1257","6","16"
"10/12 13","KerchNET (13)","momo momo (16)","inferno","SLTV StarSeries VIII","15921","4609","5126","1257","13","16"
"10/12 13","USSR (10)","k1ck (16)","inferno","SLTV StarSeries VIII","15920","5004","4469","1257","10","16"
"10/12 13","NiP (16)","US (11)","inferno","Fragbite Masters 2013","15919","4411","4533","1266","16","11"
"10/12 13","3DMAX (9)","Clan-Mystik (16)","inferno","SLTV StarSeries VIII","15918","4901","4948","1257","9","16"
"10/12 13","ALTERNATE (9)","momo momo (16)","nuke","SLTV StarSeries VIII","15911","4501","5126","1257","9","16"
"10/12 13","Natus Vincere (16)","Nostalgie (11)","dust2","SLTV StarSeries VIII","15900","4608","4742","1257","16","11"
"10/12 13","US (16)","TC (11)","dust2","Fragbite Masters 2013","15910","4533","5245","1266","16","11"
"10/12 13","k1ck (16)","KerchNET (14)","nuke","SLTV StarSeries VIII","15909","4469","4609","1257","16","14"
"10/12 13","NiP (16)","Natus Vincere (11)","inferno","Fragbite Masters 2013","15895","4411","4608","1266","16","11"
"10/12 13","LGB (16)","momo momo (12)","inferno","SLTV StarSeries VIII","15896","5028","5126","1257","16","12"
"10/12 13","Natus Vincere (16)","US (5)","mirage","SLTV StarSeries VIII","15881","4608","4533","1257","16","5"
"9/12 13","Natus Vincere (9)","ALTERNATE (16)","dust2","SLTV StarSeries VIII","15894","4608","4501","1257","9","16"
"9/12 13","US (16)","momo momo (2)","cache","SLTV StarSeries VIII","15890","4533","5126","1257","16","2"
"9/12 13","mousesports (15)","3DMAX (15)","cache","SLTV StarSeries VIII","15882","4494","4901","1257","15","15"
"9/12 13","KerchNET (4)","Astana Dragons (16)","inferno","SLTV StarSeries VIII","15883","4609","4984","1257","4","16"
"9/12 13","ALTERNATE (4)","LGB (16)","inferno","SLTV StarSeries VIII","15893","4501","5028","1257","4","16"
"9/12 13","iNation (1)","mousesports (16)","inferno","SLTV StarSeries VIII","15889","4803","4494","1257","1","16"
"9/12 13","VeryGames (16)","Mistral (3)","inferno","ESL Pro Series France XI Finals","15885","4467","4515","1274","16","3"
"9/12 13","VeryGames (16)","Mistral (13)","dust2","ESL Pro Series France XI Finals","15884","4467","4515","1274","16","13"
"9/12 13","KerchNET (13)","Natus Vincere (16)","mirage","SLTV StarSeries VIII","15886","4609","4608","1257","13","16"
"9/12 13","ALTERNATE (16)","iNation (6)","inferno","SLTV StarSeries VIII","15892","4501","4803","1257","16","6"
"9/12 13","Nostalgie (7)","3DMAX (16)","inferno","SLTV StarSeries VIII","15887","4742","4901","1257","7","16"
"9/12 13","mousesports (8)","Natus Vincere (16)","dust2","SLTV StarSeries VIII","15888","4494","4608","1257","8","16"
"9/12 13","US (14)","LGB (16)","train","SLTV StarSeries VIII","15972","4533","5028","1257","14","16"
"9/12 13","ALTERNATE (16)","3DMAX (5)","dust2","SLTV StarSeries VIII","15891","4501","4901","1257","16","5"
"9/12 13","Natus Vincere (11)","Astana Dragons (16)","inferno","SLTV StarSeries VIII","15971","4608","4984","1257","11","16"
"8/12 13","ALTERNATE (7)","US (16)","cache","SLTV StarSeries VIII","15917","4501","4533","1257","7","16"
"8/12 13","Kazakhstan (10)","France (16)","dust2","European Championship 2013","15899","5115","5142","1218","10","16"
"8/12 13","Kazakhstan (8)","France (16)","inferno","European Championship 2013","15898","5115","5142","1218","8","16"
"8/12 13","France (14)","Kazakhstan (16)","nuke","European Championship 2013","15897","5142","5115","1218","14","16"
"8/12 13","US (16)","KerchNET (14)","mirage","SLTV StarSeries VIII","15916","4533","4609","1257","16","14"
"8/12 13","Clan-Mystik (15)","KerchNET (15)","nuke","SLTV StarSeries VIII","15915","4948","4609","1257","15","15"
"8/12 13","k1ck (8)","iNation (16)","inferno","SLTV StarSeries VIII","15905","4469","4803","1257","8","16"
"8/12 13","Clan-Mystik (16)","ACES (8)","nuke","SLTV StarSeries VIII","15914","4948","5218","1257","16","8"
"8/12 13","ALTERNATE (16)","USSR (11)","dust2","SLTV StarSeries VIII","15907","4501","5004","1257","16","11"
"8/12 13","LGB (16)","ACES (7)","train","SLTV StarSeries VIII","15913","5028","5218","1257","16","7"
"8/12 13","USSR (6)","US (16)","dust2","SLTV StarSeries VIII","15906","5004","4533","1257","6","16"
"8/12 13","ACES (4)","US (16)","train","SLTV StarSeries VIII","15912","5218","4533","1257","4","16"
"8/12 13","Sweden (17)","Denmark (21)","nuke","European Championship 2013","15903","5133","5139","1218","17","21"
"8/12 13","Denmark (16)","Sweden (3)","train","European Championship 2013","15902","5139","5133","1218","16","3"
"8/12 13","Sweden (16)","Denmark (8)","dust2","European Championship 2013","15901","5133","5139","1218","16","8"
"7/12 13","Russia (6)","Denmark (16)","dust2","European Championship 2013","15935","5138","5139","1218","6","16"
"7/12 13","Russia (18)","Denmark (21)","nuke","European Championship 2013","15933","5138","5139","1218","18","21"
"7/12 13","Russia (16)","Denmark (3)","inferno","European Championship 2013","15932","5138","5139","1218","16","3"
"7/12 13","LGB (16)","KerchNET (5)","mirage","SLTV StarSeries VIII","15923","5028","4609","1257","16","5"
"7/12 13","Netherlands (14)","France (16)","dust2","European Championship 2013","15929","5103","5142","1218","14","16"
"7/12 13","France (16)","Netherlands (14)","inferno","European Championship 2013","15928","5142","5103","1218","16","14"
"7/12 13","KerchNET (3)","iNation (16)","inferno","SLTV StarSeries VIII","15924","4609","4803","1257","3","16"
"7/12 13","Belgium (10)","Sweden (16)","train","European Championship 2013","15931","5140","5133","1218","10","16"
"7/12 13","Sweden (16)","Belgium (8)","mirage","European Championship 2013","15930","5133","5140","1218","16","8"
"6/12 13","momo momo (9)","Natus Vincere (16)","inferno","SLTV StarSeries VIII","15940","5126","4608","1257","9","16"
"6/12 13","Natus Vincere (15)","USSR (15)","dust2","SLTV StarSeries VIII","15944","4608","5004","1257","15","15"
"6/12 13","Denmark (16)","Germany (13)","nuke","European Championship 2013","15942","5139","5143","1218","16","13"
"6/12 13","Denmark (16)","Germany (9)","inferno","European Championship 2013","15941","5139","5143","1218","16","9"
"6/12 13","mousesports (16)","USSR (8)","mirage","SLTV StarSeries VIII","15943","4494","5004","1257","16","8"
"6/12 13","Serbia (13)","Kazakhstan (16)","nuke","European Championship 2013","15946","5111","5115","1218","13","16"
"6/12 13","Kazakhstan (16)","Serbia (11)","inferno","European Championship 2013","15945","5115","5111","1218","16","11"
"5/12 13","Astana Dragons (16)","ACES (13)","nuke","SLTV StarSeries VIII","15964","4984","5218","1257","16","13"
"5/12 13","Finland (19)","Sweden (21)","dust2","European Championship 2013","15948","5136","5133","1218","19","21"
"5/12 13","Sweden (16)","Finland (5)","train","European Championship 2013","15947","5133","5136","1218","16","5"
"5/12 13","Italy (8)","Belgium (16)","train","European Championship 2013","15953","5110","5140","1218","8","16"
"5/12 13","Italy (10)","Belgium (16)","mirage","European Championship 2013","15952","5110","5140","1218","10","16"
"5/12 13","Hungary (2)","France (16)","inferno","European Championship 2013","15951","5058","5142","1218","2","16"
"5/12 13","Hungary (6)","France (16)","nuke","European Championship 2013","15950","5058","5142","1218","6","16"
"5/12 13","3DMAX (9)","k1ck (16)","inferno","SLTV StarSeries VIII","15962","4901","4469","1257","9","16"
"5/12 13","3DMAX (16)","ACES (13)","nuke","SLTV StarSeries VIII","15966","4901","5218","1257","16","13"
"5/12 13","k1ck (16)","Natus Vincere (9)","inferno","SLTV StarSeries VIII","15961","4469","4608","1257","16","9"
"5/12 13","momo momo (9)","Astana Dragons (16)","inferno","SLTV StarSeries VIII","15965","5126","4984","1257","9","16"
"5/12 13","KerchNET (16)","USSR (5)","inferno","SLTV StarSeries VIII","15963","4609","5004","1257","16","5"
"4/12 13","Nostalgie (16)","ENCE (14)","inferno","SLTV StarSeries VIII","15968","4742","4869","1257","16","14"
"4/12 13","US (16)","Clan-Mystik (5)","cache","SLTV StarSeries VIII","15967","4533","4948","1257","16","5"
"3/12 13","Xapso (9)","LGB (16)","mirage","Fragbite Masters 2013","15973","5217","5028","1266","9","16"
"3/12 13","ENCE (8)","Clan-Mystik (16)","inferno","SLTV StarSeries VIII","15969","4869","4948","1257","8","16"
"3/12 13","3DMAX (4)","US (16)","dust2","SLTV StarSeries VIII","15970","4901","4533","1257","4","16"
"3/12 13","US (16)","iNation (6)","train","SLTV StarSeries VIII","15880","4533","4803","1257","16","6"
"3/12 13","ACES (13)","Natus Vincere (16)","train","SLTV StarSeries VIII","15878","5218","4608","1257","13","16"
"3/12 13","Clan-Mystik (16)","LGB (13)","inferno","Fragbite Masters 2013","15879","4948","5028","1266","16","13"
"3/12 13","Natus Vincere (15)","LGB (15)","mirage","SLTV StarSeries VIII","15875","4608","5028","1257","15","15"
"3/12 13","KerchNET (16)","3DMAX (12)","dust2","SLTV StarSeries VIII","15877","4609","4901","1257","16","12"
"3/12 13","Clan-Mystik (16)","Xapso (7)","dust2","Fragbite Masters 2013","15876","4948","5217","1266","16","7"
"3/12 13","KerchNET (16)","ACES (13)","nuke","SLTV StarSeries VIII","15874","4609","5218","1257","16","13"
"3/12 13","LGB (16)","mousesports (13)","mirage","Fragbite Masters 2013","15873","5028","4494","1266","16","13"
"3/12 13","Natus Vincere (16)","3DMAX (5)","inferno","SLTV StarSeries VIII","15872","4608","4901","1257","16","5"
"3/12 13","Turkey (11)","Kazakhstan (16)","dust2","European Championship 2013","15871","5106","5115","1218","11","16"
"3/12 13","Kazakhstan (16)","Turkey (11)","nuke","European Championship 2013","15870","5115","5106","1218","16","11"
"2/12 13","n!faculty (19)","Reason (17)","inferno","Fragbite Masters 2013","15865","4983","5208","1266","19","17"
"2/12 13","Netherlands (16)","Poland (9)","mirage","European Championship 2013","15869","5103","5137","1218","16","9"
"2/12 13","Netherlands (10)","Poland (16)","train","European Championship 2013","15868","5103","5137","1218","10","16"
"2/12 13","Netherlands (16)","Poland (7)","dust2","European Championship 2013","15867","5103","5137","1218","16","7"
"2/12 13","k1ck (16)","ACES (10)","inferno","SLTV StarSeries VIII","15863","4469","5218","1257","16","10"
"2/12 13","Reason (16)","ALTERNATE (5)","dust2","Fragbite Masters 2013","15864","5208","4501","1266","16","5"
